RowNum,Transect_id,year,Total_cm,Code,Full_name,Origin,code_new,fullname_new,Origin_new
2128,2hbu1,2019,21,erxx,Erigeron spp.,NA,unchanged,Erigeron sp.,native
2129,2hbu1,2019,48,hevi,Heterotheca villosa,native,unchanged,unchanged,
2130,2hbu1,2019,3,lasc,Laennecia schiedeana,native,unchanged,unchanged,
2131,2hbu1,2019,48,memu,Mentzelia multiflora,native,unchanged,unchanged,
2132,2hbu1,2019,4,cine,Cirsium neomexicanum,native,unchanged,unchanged,
2141,2hbu2,1997,165,gras2,Unidentified grass,NA,gras,unchanged,
2145,2hbu2,1997,1150,casp,Carex spp.,native,care,Carex sp.,
2158,2hbu2,1998,1775,casp,Carex spp.,native,care,Carex sp.,
2180,2hbu2,2008,1323,caxx,Carex spp.,native,care,Carex sp.,
2190,2hbu2,2008,300,roxx,Rosa spp.,native,rowo,Rosa woodsii,
2191,2hbu2,2008,18,sexx,Senecio sp.,native,sewo,Senecio wootonii,
2204,2hbu2,2008,35,gras,Unidentified grass,NA,gras,unchanged,
2218,2hbu2,2013,2,caxx,Carex spp.,native,care,Carex sp.,
2220,2hbu2,2013,5,care,Carex spp.,native,care,Carex sp.,
2228,2hbu2,2016,615,forb,Unidentified forb,NA,unchanged,unchanged,
2232,2hbu2,2016,26,gras,Unidentified grass,NA,gras,unchanged,
2235,2hbu2,2016,19,forb,Unidentified forb,NA,unchanged,unchanged,
2236,2hbu2,2016,2,subs,Unidentified subshrub,NA,unchanged,unchanged,
2243,2hbu2,2019,315,hevi,Heterotheca villosa,native,unchanged,unchanged,
2244,2hbu2,2019,46,cryp,Cryptogam,NA,unchanged,unchanged,
2247,2hbu2,2019,88,care,Carex spp.,native,care,Carex sp.,
2253,2hbu2,2019,6,cine,Cirsium neomexicanum,native,unchanged,unchanged,
2255,2hbu2,2019,13,astr,Aster sp.,NA,unchanged,unchanged,
2268,2mas1,1997,156,casp,Carex spp.,native,care,Carex sp.,
2277,2mas1,1997,3,gras2,Unidentified grass,NA,gras,unchanged,
2280,2mas1,1997,31,forb,Unidentified forb,NA,unchanged,unchanged,
2292,2mas1,1998,250,casp,Carex spp.,native,care,Carex sp.,
2296,2mas1,1998,5,gras,Unidentified grass,NA,gras,unchanged,
2314,2mas1,2008,345,caxx,Carex spp.,native,care,Carex sp.,
2319,2mas1,2008,386,arxx,Aristida spp.,NA,unchanged,Aristida sp.,native
2325,2mas1,2008,14,forb,Unidentified forb,NA,unchanged,unchanged,
2326,2mas1,2008,27,cixx,Cirsium sp.,native,cine,Cirsium neomexicanum,
2328,2mas1,2008,5,hier,Hieracium spp.,NA,hife,Hieracium fendleri,native
2333,2mas1,2008,11,gras,Unidentified grass,NA,gras,unchanged,
2346,2mas1,2013,2,forb,Unidentified forb,NA,unchanged,unchanged,
2352,2mas1,2013,17,cixx,Cirsium sp.,native,cine,Cirsium neomexicanum,
2353,2mas1,2013,89,cixx,Cirsium sp.,native,cine,Cirsium neomexicanum,
2363,2mas1,2016,1028,forb,Unidentified forb,NA,unchanged,unchanged,
2368,2mas1,2016,21,blit,"dead, attached BRIN lvs on grnd over bare",exotic,brin,Bromus inermis,
2370,2mas1,2016,50,gras,Unidentified grass,NA,gras,unchanged,
2371,2mas1,2016,89,subs,Unidentified subshrub,NA,unchanged,unchanged,
2372,2mas1,2016,67,forb,Unidentified forb,NA,unchanged,unchanged,
2384,2mas1,2019,131,hevi,Heterotheca villosa,native,unchanged,unchanged,
2391,2mas1,2019,11,care,Carex spp.,native,care,Carex sp.,
2392,2mas1,2019,4,forb,Unidentified forb,NA,unchanged,unchanged,
2393,2mas1,2019,22,erxx,Erigeron spp.,NA,unchanged,Erigeron sp.,native
2394,2mas1,2019,4,cine,Cirsium neomexicanum,native,unchanged,unchanged,
2404,2mas2,1997,78,forb,Unidentified forb,NA,unchanged,unchanged,
2410,2mas2,1997,118,gras2,Unidentified grass,NA,gras,unchanged,
2417,2mas2,1997,138,casp,Carex spp.,native,care,Carex sp.,
2437,2mas2,1998,289,casp,Carex spp.,native,care,Carex sp.,
2439,2mas2,1998,24,gras,Unidentified grass,NA,gras,unchanged,
2444,2mas2,1998,6,gras2,Unidentified grass,NA,gras,unchanged,
2455,2mas2,2008,482,caxx,Carex spp.,native,care,Carex sp.,
2458,2mas2,2008,35,poxx,Poa sp.,NA,unchanged,unchanged,
2465,2mas2,2008,18,gras,Unidentified grass,NA,gras,unchanged,
2473,2mas2,2013,466,caxx,Carex spp.,native,care,Carex sp.,
2474,2mas2,2013,52,care,Carex spp.,native,care,Carex sp.,
2483,2mas2,2016,655,blit,"dead, attached BRIN lvs on grnd over bare",exotic,brin,Bromus inermis,
2486,2mas2,2016,30,cryp,Cryptogam,NA,unchanged,unchanged,
2487,2mas2,2016,173,gras,Unidentified grass,NA,gras,unchanged,
2489,2mas2,2016,641,forb,Unidentified forb,NA,unchanged,unchanged,
2491,2mas2,2016,1,unkn,Unknown plant,NA,unchanged,unchanged,
2492,2mas2,2016,16,forb,Unidentified forb,NA,unchanged,unchanged,
2497,2mas2,2019,682,care,Carex spp.,native,care,Carex sp.,
2502,2mas2,2019,349,erxx,Erigeron spp.,NA,unchanged,Erigeron sp.,native
2504,2mas2,2019,7,care,Carex spp.,native,care,Carex sp.,
2506,2mas2,2019,10,gras,Unidentified grass,NA,gras,unchanged,
2507,2mas2,2019,3,erxx,Erigeron spp.,NA,unchanged,Erigeron sp.,native
2519,2mau1,1997,206,casp,Carex spp.,native,care,Carex sp.,
2522,2mau1,1997,3,gras2,Unidentified grass,NA,gras,unchanged,
2541,2mau1,1998,253,casp,Carex spp.,native,care,Carex sp.,
2557,2mau1,1998,17,gras,Unidentified grass,NA,gras,unchanged,
2564,2mau1,2008,1016,caxx,Carex spp.,native,care,Carex sp.,
2567,2mau1,2008,138,anxx,Antennaria spp.,NA,unchanged,Antennaria sp.,
2569,2mau1,2008,58,elxx,Elymus sp.,native,elel,Elymus elymoides,
2578,2mau1,2008,2,arxx,Aristida spp.,NA,unchanged,Aristida sp.,native
2581,2mau1,2008,3,cixx,Cirsium sp.,NA,unchanged,unchanged,
2586,2mau1,2008,40,gras,Unidentified grass,NA,gras,unchanged,
2597,2mau1,2013,45,care,Carex spp.,native,care,Carex sp.,
2600,2mau1,2013,2,cixx,Cirsium sp.,NA,unchanged,unchanged,
2603,2mau1,2013,5,gras,Unidentified grass,NA,gras,unchanged,
2606,2mau1,2013,5,care,Carex spp.,native,care,Carex sp.,
2611,2mau1,2016,625,forb,Unidentified forb,NA,unchanged,unchanged,
2613,2mau1,2016,210,gras,Unidentified grass,NA,gras,unchanged,
2614,2mau1,2016,164,subs,Unidentified subshrub,NA,unchanged,unchanged,
2617,2mau1,2016,18,shru,Unidentified shrub,NA,unchanged,unchanged,
2620,2mau1,2016,3,blit,"dead, attached BRIN lvs on grnd over bare",exotic,brin,Bromus inermis,
2623,2mau1,2016,65,forb,Unidentified forb,NA,unchanged,unchanged,
2631,2mau1,2019,258,hevi,Heterotheca villosa,native,unchanged,unchanged,
2634,2mau1,2019,20,leer,Leucelene ericoides,native,unchanged,unchanged,
2636,2mau1,2019,13,erxx,Erigeron spp.,NA,unchanged,Erigeron sp.,native
2638,2mau1,2019,1,chxx,Chenopodium sp.,native,chfr,Chenopodium fremontii,
2640,2mau1,2019,6,lasc,Laennecia schiedeana,native,unchanged,unchanged,
2641,2mau1,2019,9,care,Carex spp.,native,care,Carex sp.,
2654,2mau2,1997,473,casp,Carex spp.,native,care,Carex sp.,
2658,2mau2,1997,40,agsp,Agropyron species,NA,agxx2,Agropyron sp.,
2664,2mau2,1997,1,gras2,Unidentified grass,NA,gras,unchanged,
2671,2mau2,1998,837,casp,Carex spp.,native,care,Carex sp.,
2683,2mau2,1998,1,forb,Unidentified forb,NA,unchanged,unchanged,
2686,2mau2,1998,1,gras,Unidentified grass,NA,gras,unchanged,
2693,2mau2,1998,3,frov,Frovaria sp.,NA,frve,Fragaria vesca,native
2697,2mau2,2008,1100,caxx,Carex spp.,native,care,Carex sp.,
2703,2mau2,2008,70,spor,Sporobolus species,NA,unchanged,Sporobolus sp.,native
2705,2mau2,2008,1,onxx,Onagraceae sp.,native,epci,Epilobium ciliatum,
2706,2mau2,2008,7,gras,Unidentified grass,NA,gras,unchanged,
2707,2mau2,2008,14,sexx,Senecio sp.,native,sewo,Senecio wootonii,
2719,2mau2,2008,10,comp,unknown Composite,NA,unchanged,unchanged,
2726,2mau2,2013,30,unkn,Unknown plant,NA,unchanged,unchanged,
2736,2mau2,2016,670,forb,Unidentified forb,NA,unchanged,unchanged,
2740,2mau2,2016,3,gras,Unidentified grass,NA,gras,unchanged,
2741,2mau2,2016,6,gras,Unidentified grass,NA,gras,unchanged,
2742,2mau2,2016,32,forb,Unidentified forb,NA,unchanged,unchanged,
2746,2mau2,2019,498,hevi,Heterotheca villosa,native,unchanged,unchanged,
2750,2mau2,2019,14,comp,unknown Composite,NA,unchanged,unchanged,
2753,2mau2,2019,3,cryp,Cryptogam,NA,unchanged,unchanged,
2754,2mau2,2019,25,erxx,Erigeron spp.,NA,unchanged,Erigeron sp.,native
2765,2mbs1,1997,52,gras2,Unidentified grass,NA,gras,unchanged,
2782,2mbs1,1997,316,casp,Carex spp.,native,care,Carex sp.,
2792,2mbs1,1998,156,casp,Carex spp.,native,care,Carex sp.,
2807,2mbs1,1998,3,gras2,Unidentified grass,NA,gras,unchanged,
2820,2mbs1,2008,207,caxx,Carex spp.,native,care,Carex sp.,
2830,2mbs1,2008,15,cixx,Cirsium sp.,NA,unchanged,unchanged,
2832,2mbs1,2008,72,amxx,Amaranthus sp,NA,unchanged,Amaranthus sp.,
2833,2mbs1,2008,5,mexx,Mentzelia sp.,NA,unchanged,unchanged,native
2836,2mbs1,2008,35,dexx,Descurainia spp.,NA,unchanged,Descurainia sp.,
2837,2mbs1,2008,5,amxx,Amaranthus sp,NA,unchanged,Amaranthus sp.,
2839,2mbs1,2008,58,gexx,Geranium species,native,geca,Geranium caespitosum,
2841,2mbs1,2008,61,haxx,Hackelia sp.,NA,unchanged,unchanged,native
2850,2mbs1,2013,16,unkn,Unknown plant,NA,unchanged,unchanged,
2851,2mbs1,2013,2,forb,Unidentified forb,NA,unchanged,unchanged,
2855,2mbs1,2013,6,dexx,Descurainia spp.,NA,unchanged,Descurainia sp.,
2857,2mbs1,2013,23,mexx,Mentzelia sp.,NA,unchanged,unchanged,native
2868,2mbs1,2013,20,cixx,Cirsium sp.,NA,unchanged,unchanged,
2869,2mbs1,2013,10,chxx,Chenopodium sp.,native,unchanged,unchanged,
2875,2mbs1,2016,90,blit,"dead, attached BRIN lvs on grnd over bare",exotic,brin,Bromus inermis,
2876,2mbs1,2016,1183,forb,Unidentified forb,NA,unchanged,unchanged,
2878,2mbs1,2016,135,gras,Unidentified grass,NA,gras,unchanged,
2880,2mbs1,2016,89,forb,Unidentified forb,NA,unchanged,unchanged,
2882,2mbs1,2016,8,shru,Unidentified shrub,NA,unchanged,unchanged,
2887,2mbs1,2016,50,subs,Unidentified subshrub,NA,unchanged,unchanged,
2898,2mbs1,2019,244,memu,Mentzelia multiflora,native,unchanged,unchanged,
2899,2mbs1,2019,285,comp,unknown Composite,NA,unchanged,unchanged,
2904,2mbs1,2019,31,oexx,Oenothera sp.,NA,unchanged,unchanged,native
2906,2mbs1,2019,188,gras,Unidentified grass,NA,gras,unchanged,
2910,2mbs1,2019,74,mili,Mirabilis linearis,native,unchanged,unchanged,
2912,2mbs1,2019,118,gexx,Geranium species,native,geca,Geranium caespitosum,
2917,2mbs1,2019,18,erxx,Erigeron spp.,NA,unchanged,Erigeron sp.,native
2927,2mbs2,1997,342,gras2,Unidentified grass,NA,gras,unchanged,
2935,2mbs2,1997,139,casp,Carex spp.,native,care,Carex sp.,
2942,2mbs2,1997,2,forb,Unidentified forb,NA,unchanged,unchanged,
2953,2mbs2,1998,121,casp,Carex spp.,native,care,Carex sp.,
2974,2mbs2,2008,485,caxx,Carex spp.,native,care,Carex sp.,
2981,2mbs2,2008,50,sexx,Senecio sp.,NA,unchanged,unchanged,
2985,2mbs2,2008,16,hier,Hieracium spp.,NA,hife,Hieracium fendleri,native
2988,2mbs2,2008,9,soxx,Solidago spp.,NA,unchanged,Solidago sp.,native
2995,2mbs2,2013,7,gras,Unidentified grass,NA,gras,unchanged,
3000,2mbs2,2013,3,gras,Unidentified grass,NA,gras,unchanged,
3001,2mbs2,2013,14,forb,Unidentified forb,NA,unchanged,unchanged,
3002,2mbs2,2013,13,cixx,Cirsium sp.,native,cine,Cirsium neomexicanum,
3009,2mbs2,2016,391,blit,"dead, attached BRIN lvs on grnd over bare",exotic,brin,Bromus inermis,
3012,2mbs2,2016,512,gras,Unidentified grass,NA,gras,unchanged,
3013,2mbs2,2016,718,forb,Unidentified forb,NA,unchanged,unchanged,
3014,2mbs2,2016,33,cryp,Cryptogam,NA,unchanged,unchanged,
3015,2mbs2,2016,414,subs,Unidentified subshrub,NA,unchanged,unchanged,
3018,2mbs2,2016,91,forb,Unidentified forb,NA,unchanged,unchanged,
3019,2mbs2,2016,33,subs,Unidentified subshrub,NA,unchanged,unchanged,
3032,2mbs2,2019,133,hevi,Heterotheca villosa,native,unchanged,unchanged,
3040,2mbs2,2019,18,cine,Cirsium neomexicanum,native,unchanged,unchanged,
3044,2mbs2,2019,40,erxx,Erigeron spp.,NA,unchanged,Erigeron sp.,native
3045,2mbs2,2019,1,lasc,Laennecia schiedeana,native,unchanged,unchanged,
3046,2mbs2,2019,11,forb,Unidentified forb,NA,unchanged,unchanged,
3047,2mbs2,2019,2,gras,Unidentified grass,NA,gras,unchanged,
3059,2mbs3,1997,52,casp,Carex spp.,native,care,Carex sp.,
3078,2mbs3,2008,761,caxx,Carex spp.,native,care,Carex sp.,
3094,2mbs3,2008,29,gexx,Geranium species,native,geca,Geranium caespitosum,
3095,2mbs3,2008,34,sexx,Senecio sp.,NA,unchanged,unchanged,
3099,2mbs3,2008,14,oexx,Oenothera sp.,NA,unchanged,unchanged,native
3102,2mbs3,2008,10,soxx,Solidago spp.,NA,unchanged,Solidago sp.,native
3114,2mbs3,2013,7,euxx,Euphorbia spp.,NA,unchanged,Euphorbia sp.,native
3126,2mbs3,2016,976,gras,Unidentified grass,NA,gras,unchanged,
3128,2mbs3,2016,809,forb,Unidentified forb,NA,unchanged,unchanged,
3131,2mbs3,2016,12,unkn,Unknown plant,NA,unchanged,unchanged,
3134,2mbs3,2016,5,forb,Unidentified forb,NA,unchanged,unchanged,
3136,2mbs3,2016,3,gras,Unidentified grass,NA,gras,unchanged,
3137,2mbs3,2016,25,subs,Unidentified subshrub,NA,unchanged,unchanged,
3148,2mbs3,2019,158,gras,Unidentified grass,NA,gras,unchanged,
3151,2mbs3,2019,83,hevi,Heterotheca villosa,native,unchanged,unchanged,
3155,2mbs3,2019,13,gras,Unidentified grass,NA,gras,unchanged,
3159,2mbs3,2019,156,agxx2,Agropyron sp.,NA,unchanged,unchanged,
3164,2mbs3,2019,30,hevi,Heterotheca villosa,native,unchanged,unchanged,
3165,2mbs3,2019,37,comp,unknown Composite,NA,unchanged,unchanged,
3166,2mbs3,2019,33,care,Carex spp.,native,care,Carex sp.,
3171,2mbs3,2019,10,erxx,Erigeron spp.,native,erdi,Erigeron divergens,
3174,2mbs3,2019,28,oexx,Oenothera sp.,NA,unchanged,unchanged,native
3184,2mbu1,1997,96,casp,Carex spp.,native,care,Carex sp.,
3190,2mbu1,1997,7,gras2,Unidentified grass,NA,gras,unchanged,
3213,2mbu1,1998,140,casp,Carex spp.,native,care,Carex sp.,
3222,2mbu1,1998,4,forb,Unidentified forb,NA,unchanged,unchanged,
3226,2mbu1,2008,212,caxx,Carex spp.,native,care,Carex sp.,
3227,2mbu1,2008,45,anxx,Antennaria spp.,NA,unchanged,Antennaria sp.,
3230,2mbu1,2008,139,soxx,Solidago spp.,NA,unchanged,Solidago sp.,native
3252,2mbu1,2013,7,care,Carex spp.,native,care,Carex sp.,
3261,2mbu1,2019,283,care,Carex spp.,native,care,Carex sp.,
3281,2mbu2,1997,144,casp,Carex spp.,native,care,Carex sp.,
3285,2mbu2,1997,8,gras2,Unidentified grass,NA,gras,unchanged,
3287,2mbu2,1997,21,forb,Unidentified forb,NA,unchanged,unchanged,
3305,2mbu2,1998,322,casp,Carex spp.,native,care,Carex sp.,
3312,2mbu2,1998,21,cisp,Cirsium spp.,NA,unchanged,Cirsium sp.,
3313,2mbu2,1998,10,cisp,Cirsium spp.,NA,unchanged,Cirsium sp.,
3330,2mbu2,2008,256,caxx,Carex spp.,native,care,Carex sp.,
3339,2mbu2,2008,16,gexx,Geranium species,NA,unchanged,Geranium sp.,native
3343,2mbu2,2008,31,cixx,Cirsium sp.,NA,unchanged,unchanged,
3367,2mbu2,2013,13,forb,Unidentified forb,NA,unchanged,unchanged,
3372,2mbu2,2013,16,comp,unknown Composite,NA,unchanged,unchanged,
3379,2mbu2,2013,4,comp,unknown Composite,NA,unchanged,unchanged,
3392,2mbu2,2019,441,memu,Mentzelia multiflora,native,unchanged,unchanged,
3397,2mbu2,2019,18,comp,unknown Composite,NA,unchanged,unchanged,
3398,2mbu2,2019,29,erxx,Erigeron spp.,NA,unchanged,Erigeron sp.,native
3401,2mbu2,2019,29,forb,Unidentified forb,NA,unchanged,unchanged,
3402,2mbu2,2019,7,erci,Erodium cicutarium,exotic,unchanged,unchanged,
3403,2mbu2,2019,23,care,Carex spp.,native,care,Carex sp.,
3404,2mbu2,2019,18,mili,Mirabilis linearis,native,unchanged,unchanged,
3405,2mbu2,2019,9,leer,Leucelene ericoides,native,unchanged,unchanged,
3409,2mbu2,2019,17,mexx,Mentzelia sp.,native,memu,Mentzelia multiflora,
3412,2mbu2,2019,4,chxx,Chenopodium sp.,NA,unchanged,unchanged,
3413,2mbu2,2019,1,forb,Unidentified forb,NA,unchanged,unchanged,
3416,2mbu2,2019,95,musp,Muhlenbergia species,native,mumo,Muhlenbergia montana,
3425,2u1,1997,642,casp,Carex spp.,native,care,Carex sp.,
3428,2u1,1997,45,gras2,Unidentified grass,NA,gras,unchanged,
3436,2u1,1997,257,gras,Unidentified grass,NA,gras,unchanged,
3445,2u1,1997,5,forb,Unidentified forb,NA,unchanged,unchanged,
3456,2u1,1998,351,casp,Carex spp.,native,care,Carex sp.,
3463,2u1,1998,69,gras,Unidentified grass,NA,gras,unchanged,
3469,2u1,1998,4,gras2,Unidentified grass,NA,gras,unchanged,
3479,2u1,2008,759,caxx,Carex spp.,native,care,Carex sp.,
3498,2u1,2013,28,erxx2,Eriogonum sp.,NA,unchanged,unchanged,native
3499,2u1,2013,116,caxx,Carex spp.,native,care,Carex sp.,
3500,2u1,2013,7,care,Carex spp.,native,care,Carex sp.,
3504,2u1,2013,3,caxx,Carex spp.,native,care,Carex sp.,
3513,2u1,2016,845,forb,Unidentified forb,NA,unchanged,unchanged,
3514,2u1,2016,128,forb,Unidentified forb,NA,unchanged,unchanged,
3518,2u1,2016,26,subs,Unidentified subshrub,NA,unchanged,unchanged,
3523,2u1,2016,123,gras,Unidentified grass,NA,gras,unchanged,
3532,2u1,2019,429,care,Carex spp.,native,care,Carex sp.,
3539,2u1,2019,34,hevi,Heterotheca villosa,native,unchanged,unchanged,
3543,2u1,2019,13,erxx,Erigeron spp.,NA,unchanged,Erigeron sp.,native
3554,2u2,1997,198,casp,Carex spp.,native,care,Carex sp.,
3556,2u2,1997,120,forb,Unidentified forb,NA,unchanged,unchanged,
3580,2u2,1998,283,casp,Carex spp.,native,care,Carex sp.,
3587,2u2,1998,1,casp,Carex spp.,native,care,Carex sp.,
3588,2u2,1998,10,gras,Unidentified grass,NA,gras,unchanged,
3610,2u2,2008,670,caxx,Carex spp.,native,care,Carex sp.,
3629,2u2,2013,16,unkn,Unknown plant,NA,unchanged,unchanged,
3633,2u2,2013,296,chxx,Chenopodium sp.,NA,unchanged,unchanged,
3638,2u2,2013,39,cixx,Cirsium sp.,native,cine,Cirsium neomexicanum,
3639,2u2,2013,126,caxx,Carex spp.,native,care,Carex sp.,
3645,2u2,2013,1,forb,Unidentified forb,NA,unchanged,unchanged,
3650,2u2,2013,22,chxx,Chenopodium sp.,NA,unchanged,unchanged,
3657,2u2,2016,462,gras,Unidentified grass,NA,gras,unchanged,
3659,2u2,2016,1956,forb,Unidentified forb,NA,unchanged,unchanged,
3662,2u2,2016,6,forb,Unidentified forb,NA,unchanged,unchanged,
3666,2u2,2016,119,shru,Unidentified shrub,NA,unchanged,unchanged,
3676,2u2,2019,392,gexx,Geranium species,NA,unchanged,Geranium sp.,native
3677,2u2,2019,327,care,Carex spp.,native,care,Carex sp.,
3680,2u2,2019,61,forb,Unidentified forb,NA,unchanged,unchanged,
3683,2u2,2019,51,cine,Cirsium neomexicanum,native,unchanged,unchanged,
3684,2u2,2019,17,erxx,Erigeron spp.,NA,unchanged,Erigeron sp.,native
3687,2u2,2019,19,arfr,Artemisia frigida,native,unchanged,unchanged,
3693,2u2,2019,10,gras,Unidentified grass,NA,gras,unchanged,
3697,2u2,2019,22,lact,Lactuca spp.,native,lase,Lactuca serriola,
3702,3has1,1997,279,gras2,Unidentified grass,NA,gras,unchanged,
3726,3has1,1998,1,gras2,Unidentified grass,NA,gras,unchanged,
3734,3has1,2008,106,gras,Unidentified grass,NA,gras,unchanged,
3736,3has1,2008,119,caxx,Carex spp.,native,care,Carex sp.,
3748,3has1,2008,3,pexx,unknown Penstemon,native,unchanged,Penstemon sp.,
3766,3has1,2016,30,blit,"dead, attached BRIN lvs on grnd over bare",exotic,brin,Bromus inermis,
3771,3has1,2016,64,forb,Unidentified forb,NA,unchanged,unchanged,
3772,3has1,2016,6,forb,Unidentified forb,NA,unchanged,unchanged,
3773,3has1,2016,102,gras,Unidentified grass,NA,gras,unchanged,
3779,3has1,2019,503,hevi,Heterotheca villosa,native,unchanged,unchanged,
3782,3has1,2019,37,erxx,Erigeron spp.,native,ersp,Erigeron speciosus,
3785,3has1,2019,36,agxx2,Agropyron sp.,NA,agda,Agropyron dasytachum,
3787,3has1,2019,1,chxx,Chenopodium sp.,exotic,chgr,Chenopodium graveolens,
3788,3has1,2019,6,cine,Cirsium neomexicanum,native,unchanged,unchanged,
3789,3has1,2019,3,hevi,Heterotheca villosa,native,unchanged,unchanged,
3795,3has1,2019,2,agxx2,Agropyron sp.,NA,agda,Agropyron dasytachum,
3811,3has2,1997,159,cisp,Cirsium spp.,NA,unchanged,Cirsium sp.,
3812,3has2,1997,2,gras,Unidentified grass,NA,gras,unchanged,
3824,3has2,1997,2,gras2,Unidentified grass,NA,gras,unchanged,
3842,3has2,1998,43,cisp,Cirsium spp.,NA,unchanged,Cirsium sp.,
3844,3has2,1998,12,gras2,Unidentified grass,NA,gras,unchanged,
3845,3has2,1998,4,mexx,Mentzelia sp.,NA,unchanged,unchanged,native
3847,3has2,1998,46,cisp,Cirsium spp.,NA,unchanged,Cirsium sp.,
3853,3has2,1998,53,forb,Unidentified forb,NA,unchanged,unchanged,
3870,3has2,2008,145,caxx,Carex spp.,native,care,Carex sp.,
3871,3has2,2008,111,gras,Unidentified grass,NA,gras,unchanged,
3879,3has2,2008,18,cixx,Cirsium sp.,NA,unchanged,unchanged,
3883,3has2,2008,8,cixx,Cirsium sp.,NA,unchanged,unchanged,
3888,3has2,2013,28,gras,Unidentified grass,NA,gras,unchanged,
3896,3has2,2013,3,unkn,Unknown plant,NA,unchanged,unchanged,
3903,3has2,2013,13,phhe2,Phacelia heterophylla,NA,unchanged,unchanged,native
3906,3has2,2013,10,gras,Unidentified grass,NA,gras,unchanged,
3913,3has2,2016,339,gras,Unidentified grass,NA,gras,unchanged,
3914,3has2,2016,943,forb,Unidentified forb,NA,unchanged,unchanged,
3915,3has2,2016,98,forb,Unidentified forb,NA,unchanged,unchanged,
3918,3has2,2016,13,subs,Unidentified subshrub,NA,unchanged,unchanged,
3926,3has2,2019,126,agxx2,Agropyron sp.,NA,agsm,Agropyron smithii,
3933,3has2,2019,72,arca2,Artemisia carruthii,native,unchanged,unchanged,
3935,3has2,2019,181,hevi,Heterotheca villosa,native,unchanged,unchanged,
3936,3has2,2019,78,erxx,Erigeron spp.,native,ersp,Erigeron speciosus,
3938,3has2,2019,122,sial,Sisymbrium altissimum,exotic,unchanged,unchanged,
3944,3has2,2019,21,comp,unknown Composite,NA,unchanged,unchanged,
3965,3hau1,1997,23,casp,Carex spp.,native,care,Carex sp.,
3975,3hau1,1998,225,casp,Carex spp.,native,care,Carex sp.,
3996,3hau1,2002,94,casp,Carex spp.,native,care,Carex sp.,
3997,3hau1,2002,72,forb,Unidentified forb,NA,unchanged,unchanged,
4006,3hau1,2002,35,forb,Unidentified forb,NA,unchanged,unchanged,
4022,3hau1,2019,304,spor,Sporobolus species,NA,unchanged,Sporobolus sp.,native
4025,3hau1,2019,71,soxx,Solidago spp.,NA,unchanged,Solidago sp.,native
4029,3hau1,2019,35,memu,Mentzelia multiflora,native,unchanged,unchanged,
4032,3hau1,2019,22,forb,Unidentified forb,NA,unchanged,unchanged,
4033,3hau1,2019,42,hevi,Heterotheca villosa,native,unchanged,unchanged,
4034,3hau1,2019,20,chxx,Chenopodium sp.,NA,unchanged,unchanged,
4039,3hau1,2019,20,care,Carex spp.,native,care,Carex sp.,
4054,3hau2,1997,10,casp,Carex spp.,native,care,Carex sp.,
4059,3hau2,1997,12,forb,Unidentified forb,NA,unchanged,unchanged,
4075,3hau2,1998,55,casp,Carex spp.,native,care,Carex sp.,
4085,3hau2,1998,2,cisp,Cirsium spp.,NA,unchanged,Cirsium sp.,
4091,3hau2,2002,416,forb,Unidentified forb,NA,unchanged,unchanged,
4092,3hau2,2002,239,cryp,Cryptogam,NA,unchanged,unchanged,
4096,3hau2,2002,146,casp,Carex spp.,native,care,Carex sp.,
4104,3hau2,2002,83,casp,Carex spp.,native,care,Carex sp.,
4105,3hau2,2002,9,gras,Unidentified grass,NA,gras,unchanged,
4106,3hau2,2002,364,comp,unknown Composite,NA,unchanged,unchanged,
4108,3hau2,2002,1,cisp,Cirsium spp.,NA,unchanged,Cirsium sp.,
4109,3hau2,2002,80,chsp,Chenopodium sp.,NA,chxx,unchanged,
4112,3hau2,2002,164,forb,Unidentified forb,NA,unchanged,unchanged,
4113,3hau2,2002,4,chsp,Chenopodium sp.,NA,chxx,unchanged,
4121,3hau2,2002,5,sosp3,Solidago species,NA,soxx,Solidago sp.,native
4129,3hau2,2013,145,gras,Unidentified grass,NA,gras,unchanged,
4134,3hau2,2013,29,caxx,Carex spp.,native,care,Carex sp.,
4141,3hau2,2013,5,chxx,Chenopodium sp.,NA,unchanged,unchanged,
4142,3hau2,2013,18,spha,Sphaeralcea species,NA,unchanged,Sphaeralcea sp.,native
4143,3hau2,2013,41,comp,unknown Composite,NA,unchanged,unchanged,
4151,3hau2,2019,149,gras,Unidentified grass,NA,gras,unchanged,
4153,3hau2,2019,1021,spor,Sporobolus species,native,spcr,Sporobolus cryptandrus,
4160,3hau2,2019,114,memu,Mentzelia multiflora,native,unchanged,unchanged,
4164,3hau2,2019,3,cryp,Cryptogam,NA,unchanged,unchanged,
4165,3hau2,2019,6,arfr,Artemisia frigida,native,unchanged,unchanged,
4166,3hau2,2019,53,spha,Sphaeralcea species,NA,unchanged,Sphaeralcea sp.,native
4167,3hau2,2019,5,gras,Unidentified grass,NA,gras,unchanged,
4169,3hau2,2019,16,erxx,Erigeron spp.,native,ersp,Erigeron speciosus,
4172,3hau2,2019,45,care,Carex spp.,native,care,Carex sp.,
4174,3hau2,2019,14,comp,unknown Composite,NA,unchanged,unchanged,
4177,3hau2,2019,4,hean,Helianthus annuus,native,unchanged,unchanged,
