"","plot","year","month","spei"
"1405","3HBS2","1983","05",0.409871543925838
"1406","3MAS1","1983","05",0.409871543925838
"1407","3MAS2","1983","05",0.409871543925838
"1408","3MBS1","1983","05",0.409871543925838
"1409","3MBS2","1983","05",0.409871543925838
"1410","3MBS3","1983","05",0.409871543925838
"1411","3U2","1983","05",0.382364419411008
"1412","3HBU1","1983","05",0.39941492927986
"1413","3HAU1","1983","05",0.39941492927986
"1414","3MAU1","1983","05",0.278427662529624
"1415","3LAU1","1983","05",0.278427662529624
"1416","3MAU2","1983","05",0.278427662529624
"1417","3MBU2","1983","05",0.281319896768149
"1418","3MBU1","1983","05",0.281319896768149
"1419","3HAU2","1983","05",0.281319896768149
"1420","3HBU2","1983","05",0.281319896768149
"1421","3U1","1983","05",0.281319896768149
"1422","1HAS1","1983","06",-0.382094222106606
"1423","1HAS2","1983","06",-0.324617904160388
"1424","1HBS1","1983","06",-0.324617904160388
"1425","1HBS2","1983","06",-0.382094222106606
"1426","1MAS1","1983","06",-0.324617904160388
"1427","1MAS2","1983","06",-0.382094222106606
"1428","1MBS1","1983","06",-0.324617904160388
"1429","1MBS2","1983","06",-0.324617904160388
"1430","1U1","1983","06",-0.324617904160388
"1431","1U2","1983","06",-0.324617904160388
"1432","2HAS1","1983","06",-0.381601866150019
"1433","2HAS2","1983","06",-0.381601866150019
"1434","2HAU1","1983","06",-0.381601866150019
"1435","2HAU2","1983","06",-0.381601866150019
"1436","2HBS1","1983","06",-0.337407862156766
"1437","2HBS2","1983","06",-0.381601866150019
"1438","2HBU1","1983","06",-0.382094222106606
"1439","2HBU2","1983","06",-0.381601866150019
"1440","2MAS1","1983","06",-0.337407862156766
"1441","2MAS2","1983","06",-0.381601866150019
"1442","2MAU1","1983","06",-0.381601866150019
"1443","2MAU2","1983","06",-0.381601866150019
"1444","2MBS1","1983","06",-0.337407862156766
"1445","2MBS2","1983","06",-0.381601866150019
"1446","2MBS3","1983","06",-0.381601866150019
"1447","2MBU1","1983","06",-0.381601866150019
"1448","2MBU2","1983","06",-0.381601866150019
"1449","2U1","1983","06",-0.337407862156766
"1450","2U2","1983","06",-0.337407862156766
"1451","3HAS1","1983","06",-0.337407862156766
"1452","3HAS2","1983","06",-0.381601866150019
"1453","3HBS1","1983","06",-0.337407862156766
"1454","3HBS2","1983","06",-0.337407862156766
"1455","3MAS1","1983","06",-0.337407862156766
"1456","3MAS2","1983","06",-0.337407862156766
"1457","3MBS1","1983","06",-0.337407862156766
"1458","3MBS2","1983","06",-0.337407862156766
"1459","3MBS3","1983","06",-0.337407862156766
"1460","3U2","1983","06",-0.381601866150019
"1461","3HBU1","1983","06",-0.382094222106606
"1462","3HAU1","1983","06",-0.382094222106606
"1463","3MAU1","1983","06",-0.427839782482838
"1464","3LAU1","1983","06",-0.427839782482838
"1465","3MAU2","1983","06",-0.427839782482838
"1466","3MBU2","1983","06",-0.40886147518628
"1467","3MBU1","1983","06",-0.40886147518628
"1468","3HAU2","1983","06",-0.40886147518628
"1469","3HBU2","1983","06",-0.40886147518628
"1470","3U1","1983","06",-0.40886147518628
"1471","1HAS1","1983","07",-0.240473626912855
"1472","1HAS2","1983","07",-0.274274323432973
"1473","1HBS1","1983","07",-0.274274323432973
"1474","1HBS2","1983","07",-0.240473626912855
"1475","1MAS1","1983","07",-0.274274323432973
"1476","1MAS2","1983","07",-0.240473626912855
"1477","1MBS1","1983","07",-0.274274323432973
"1478","1MBS2","1983","07",-0.274274323432973
"1479","1U1","1983","07",-0.274274323432973
"1480","1U2","1983","07",-0.274274323432973
"1481","2HAS1","1983","07",-0.390510391005745
"1482","2HAS2","1983","07",-0.390510391005745
"1483","2HAU1","1983","07",-0.390510391005745
"1484","2HAU2","1983","07",-0.390510391005745
"1485","2HBS1","1983","07",-0.406166146558097
"1486","2HBS2","1983","07",-0.390510391005745
"1487","2HBU1","1983","07",-0.240473626912855
"1488","2HBU2","1983","07",-0.390510391005745
"1489","2MAS1","1983","07",-0.406166146558097
"1490","2MAS2","1983","07",-0.390510391005745
"1491","2MAU1","1983","07",-0.390510391005745
"1492","2MAU2","1983","07",-0.390510391005745
"1493","2MBS1","1983","07",-0.406166146558097
"1494","2MBS2","1983","07",-0.390510391005745
"1495","2MBS3","1983","07",-0.390510391005745
"1496","2MBU1","1983","07",-0.390510391005745
"1497","2MBU2","1983","07",-0.390510391005745
"1498","2U1","1983","07",-0.406166146558097
"1499","2U2","1983","07",-0.406166146558097
"1500","3HAS1","1983","07",-0.406166146558097
"1501","3HAS2","1983","07",-0.390510391005745
"1502","3HBS1","1983","07",-0.406166146558097
"1503","3HBS2","1983","07",-0.406166146558097
"1504","3MAS1","1983","07",-0.406166146558097
"1505","3MAS2","1983","07",-0.406166146558097
"1506","3MBS1","1983","07",-0.406166146558097
"1507","3MBS2","1983","07",-0.406166146558097
"1508","3MBS3","1983","07",-0.406166146558097
"1509","3U2","1983","07",-0.390510391005745
"1510","3HBU1","1983","07",-0.240473626912855
"1511","3HAU1","1983","07",-0.240473626912855
"1512","3MAU1","1983","07",-0.280568626273476
"1513","3LAU1","1983","07",-0.280568626273476
"1514","3MAU2","1983","07",-0.280568626273476
"1515","3MBU2","1983","07",-0.377977435517923
"1516","3MBU1","1983","07",-0.377977435517923
"1517","3HAU2","1983","07",-0.377977435517923
"1518","3HBU2","1983","07",-0.377977435517923
"1519","3U1","1983","07",-0.377977435517923
"1520","1HAS1","1983","08",0.0788114161189279
"1521","1HAS2","1983","08",0.0887752824151496
"1522","1HBS1","1983","08",0.0887752824151496
"1523","1HBS2","1983","08",0.0788114161189279
"1524","1MAS1","1983","08",0.0887752824151496
"1525","1MAS2","1983","08",0.0788114161189279
"1526","1MBS1","1983","08",0.0887752824151496
"1527","1MBS2","1983","08",0.0887752824151496
"1528","1U1","1983","08",0.0887752824151496
"1529","1U2","1983","08",0.0887752824151496
"1530","2HAS1","1983","08",-0.12168391557435
"1531","2HAS2","1983","08",-0.12168391557435
"1532","2HAU1","1983","08",-0.12168391557435
"1533","2HAU2","1983","08",-0.12168391557435
"1534","2HBS1","1983","08",-0.144212179047709
"1535","2HBS2","1983","08",-0.12168391557435
"1536","2HBU1","1983","08",0.0788114161189279
"1537","2HBU2","1983","08",-0.12168391557435
"1538","2MAS1","1983","08",-0.144212179047709
"1539","2MAS2","1983","08",-0.12168391557435
"1540","2MAU1","1983","08",-0.12168391557435
"1541","2MAU2","1983","08",-0.12168391557435
"1542","2MBS1","1983","08",-0.144212179047709
"1543","2MBS2","1983","08",-0.12168391557435
"1544","2MBS3","1983","08",-0.12168391557435
"1545","2MBU1","1983","08",-0.12168391557435
"1546","2MBU2","1983","08",-0.12168391557435
"1547","2U1","1983","08",-0.144212179047709
"1548","2U2","1983","08",-0.144212179047709
"1549","3HAS1","1983","08",-0.144212179047709
"1550","3HAS2","1983","08",-0.12168391557435
"1551","3HBS1","1983","08",-0.144212179047709
"1552","3HBS2","1983","08",-0.144212179047709
"1553","3MAS1","1983","08",-0.144212179047709
"1554","3MAS2","1983","08",-0.144212179047709
"1555","3MBS1","1983","08",-0.144212179047709
"1556","3MBS2","1983","08",-0.144212179047709
"1557","3MBS3","1983","08",-0.144212179047709
"1558","3U2","1983","08",-0.12168391557435
"1559","3HBU1","1983","08",0.0788114161189279
"1560","3HAU1","1983","08",0.0788114161189279
"1561","3MAU1","1983","08",0.0484798172245153
"1562","3LAU1","1983","08",0.0484798172245153
"1563","3MAU2","1983","08",0.0484798172245153
"1564","3MBU2","1983","08",-0.196628686428134
"1565","3MBU1","1983","08",-0.196628686428134
"1566","3HAU2","1983","08",-0.196628686428134
"1567","3HBU2","1983","08",-0.196628686428134
"1568","3U1","1983","08",-0.196628686428134
"1569","1HAS1","1983","09",-0.0125437072022526
"1570","1HAS2","1983","09",-0.016446130637742
"1571","1HBS1","1983","09",-0.016446130637742
"1572","1HBS2","1983","09",-0.0125437072022526
"1573","1MAS1","1983","09",-0.016446130637742
"1574","1MAS2","1983","09",-0.0125437072022526
"1575","1MBS1","1983","09",-0.016446130637742
"1576","1MBS2","1983","09",-0.016446130637742
"1577","1U1","1983","09",-0.016446130637742
"1578","1U2","1983","09",-0.016446130637742
"1579","2HAS1","1983","09",-0.190887545898787
"1580","2HAS2","1983","09",-0.190887545898787
"1581","2HAU1","1983","09",-0.190887545898787
"1582","2HAU2","1983","09",-0.190887545898787
"1583","2HBS1","1983","09",-0.283289144924342
"1584","2HBS2","1983","09",-0.190887545898787
"1585","2HBU1","1983","09",-0.0125437072022526
"1586","2HBU2","1983","09",-0.190887545898787
"1587","2MAS1","1983","09",-0.283289144924342
"1588","2MAS2","1983","09",-0.190887545898787
"1589","2MAU1","1983","09",-0.190887545898787
"1590","2MAU2","1983","09",-0.190887545898787
"1591","2MBS1","1983","09",-0.283289144924342
"1592","2MBS2","1983","09",-0.190887545898787
"1593","2MBS3","1983","09",-0.190887545898787
"1594","2MBU1","1983","09",-0.190887545898787
"1595","2MBU2","1983","09",-0.190887545898787
"1596","2U1","1983","09",-0.283289144924342
"1597","2U2","1983","09",-0.283289144924342
"1598","3HAS1","1983","09",-0.283289144924342
"1599","3HAS2","1983","09",-0.190887545898787
"1600","3HBS1","1983","09",-0.283289144924342
"1601","3HBS2","1983","09",-0.283289144924342
"1602","3MAS1","1983","09",-0.283289144924342
"1603","3MAS2","1983","09",-0.283289144924342
"1604","3MBS1","1983","09",-0.283289144924342
"1605","3MBS2","1983","09",-0.283289144924342
"1606","3MBS3","1983","09",-0.283289144924342
"1607","3U2","1983","09",-0.190887545898787
"1608","3HBU1","1983","09",-0.0125437072022526
"1609","3HAU1","1983","09",-0.0125437072022526
"1610","3MAU1","1983","09",0.00571343647591463
"1611","3LAU1","1983","09",0.00571343647591463
"1612","3MAU2","1983","09",0.00571343647591463
"1613","3MBU2","1983","09",-0.200621121720601
"1614","3MBU1","1983","09",-0.200621121720601
"1615","3HAU2","1983","09",-0.200621121720601
"1616","3HBU2","1983","09",-0.200621121720601
"1617","3U1","1983","09",-0.200621121720601
"1618","1HAS1","1983","10",-0.358032647810231
"1619","1HAS2","1983","10",-0.198021764822398
"1620","1HBS1","1983","10",-0.198021764822398
"1621","1HBS2","1983","10",-0.358032647810231
"1622","1MAS1","1983","10",-0.198021764822398
"1623","1MAS2","1983","10",-0.358032647810231
"1624","1MBS1","1983","10",-0.198021764822398
"1625","1MBS2","1983","10",-0.198021764822398
"1626","1U1","1983","10",-0.198021764822398
"1627","1U2","1983","10",-0.198021764822398
"1628","2HAS1","1983","10",-0.416386680313833
"1629","2HAS2","1983","10",-0.416386680313833
"1630","2HAU1","1983","10",-0.416386680313833
"1631","2HAU2","1983","10",-0.416386680313833
"1632","2HBS1","1983","10",-0.428741637490664
"1633","2HBS2","1983","10",-0.416386680313833
"1634","2HBU1","1983","10",-0.358032647810231
"1635","2HBU2","1983","10",-0.416386680313833
"1636","2MAS1","1983","10",-0.428741637490664
"1637","2MAS2","1983","10",-0.416386680313833
"1638","2MAU1","1983","10",-0.416386680313833
"1639","2MAU2","1983","10",-0.416386680313833
"1640","2MBS1","1983","10",-0.428741637490664
"1641","2MBS2","1983","10",-0.416386680313833
"1642","2MBS3","1983","10",-0.416386680313833
"1643","2MBU1","1983","10",-0.416386680313833
"1644","2MBU2","1983","10",-0.416386680313833
"1645","2U1","1983","10",-0.428741637490664
"1646","2U2","1983","10",-0.428741637490664
"1647","3HAS1","1983","10",-0.428741637490664
"1648","3HAS2","1983","10",-0.416386680313833
"1649","3HBS1","1983","10",-0.428741637490664
"1650","3HBS2","1983","10",-0.428741637490664
"1651","3MAS1","1983","10",-0.428741637490664
"1652","3MAS2","1983","10",-0.428741637490664
"1653","3MBS1","1983","10",-0.428741637490664
"1654","3MBS2","1983","10",-0.428741637490664
"1655","3MBS3","1983","10",-0.428741637490664
"1656","3U2","1983","10",-0.416386680313833
"1657","3HBU1","1983","10",-0.358032647810231
"1658","3HAU1","1983","10",-0.358032647810231
"1659","3MAU1","1983","10",-0.368697543451228
"1660","3LAU1","1983","10",-0.368697543451228
"1661","3MAU2","1983","10",-0.368697543451228
"1662","3MBU2","1983","10",-0.401444226331917
"1663","3MBU1","1983","10",-0.401444226331917
"1664","3HAU2","1983","10",-0.401444226331917
"1665","3HBU2","1983","10",-0.401444226331917
"1666","3U1","1983","10",-0.401444226331917
"1667","1HAS1","1983","11",-0.364620561161235
"1668","1HAS2","1983","11",-0.212459380826925
"1669","1HBS1","1983","11",-0.212459380826925
"1670","1HBS2","1983","11",-0.364620561161235
"1671","1MAS1","1983","11",-0.212459380826925
"1672","1MAS2","1983","11",-0.364620561161235
"1673","1MBS1","1983","11",-0.212459380826925
"1674","1MBS2","1983","11",-0.212459380826925
"1675","1U1","1983","11",-0.212459380826925
"1676","1U2","1983","11",-0.212459380826925
"1677","2HAS1","1983","11",-0.346607260403378
"1678","2HAS2","1983","11",-0.346607260403378
"1679","2HAU1","1983","11",-0.346607260403378
"1680","2HAU2","1983","11",-0.346607260403378
"1681","2HBS1","1983","11",-0.404196616073276
"1682","2HBS2","1983","11",-0.346607260403378
"1683","2HBU1","1983","11",-0.364620561161235
"1684","2HBU2","1983","11",-0.346607260403378
"1685","2MAS1","1983","11",-0.404196616073276
"1686","2MAS2","1983","11",-0.346607260403378
"1687","2MAU1","1983","11",-0.346607260403378
"1688","2MAU2","1983","11",-0.346607260403378
"1689","2MBS1","1983","11",-0.404196616073276
"1690","2MBS2","1983","11",-0.346607260403378
"1691","2MBS3","1983","11",-0.346607260403378
"1692","2MBU1","1983","11",-0.346607260403378
"1693","2MBU2","1983","11",-0.346607260403378
"1694","2U1","1983","11",-0.404196616073276
"1695","2U2","1983","11",-0.404196616073276
"1696","3HAS1","1983","11",-0.404196616073276
"1697","3HAS2","1983","11",-0.346607260403378
"1698","3HBS1","1983","11",-0.404196616073276
"1699","3HBS2","1983","11",-0.404196616073276
"1700","3MAS1","1983","11",-0.404196616073276
"1701","3MAS2","1983","11",-0.404196616073276
"1702","3MBS1","1983","11",-0.404196616073276
"1703","3MBS2","1983","11",-0.404196616073276
"1704","3MBS3","1983","11",-0.404196616073276
"1705","3U2","1983","11",-0.346607260403378
"1706","3HBU1","1983","11",-0.364620561161235
"1707","3HAU1","1983","11",-0.364620561161235
"1708","3MAU1","1983","11",-0.413334386479202
"1709","3LAU1","1983","11",-0.413334386479202
"1710","3MAU2","1983","11",-0.413334386479202
"1711","3MBU2","1983","11",-0.336095196061289
"1712","3MBU1","1983","11",-0.336095196061289
"1713","3HAU2","1983","11",-0.336095196061289
"1714","3HBU2","1983","11",-0.336095196061289
"1715","3U1","1983","11",-0.336095196061289
"1716","1HAS1","1983","12",0.432213462734149
"1717","1HAS2","1983","12",0.789945341399687
"1718","1HBS1","1983","12",0.789945341399687
"1719","1HBS2","1983","12",0.432213462734149
"1720","1MAS1","1983","12",0.789945341399687
"1721","1MAS2","1983","12",0.432213462734149
"1722","1MBS1","1983","12",0.789945341399687
"1723","1MBS2","1983","12",0.789945341399687
"1724","1U1","1983","12",0.789945341399687
"1725","1U2","1983","12",0.789945341399687
"1726","2HAS1","1983","12",0.386304763255596
"1727","2HAS2","1983","12",0.386304763255596
"1728","2HAU1","1983","12",0.386304763255596
"1729","2HAU2","1983","12",0.386304763255596
"1730","2HBS1","1983","12",0.418935882836407
"1731","2HBS2","1983","12",0.386304763255596
"1732","2HBU1","1983","12",0.432213462734149
"1733","2HBU2","1983","12",0.386304763255596
"1734","2MAS1","1983","12",0.418935882836407
"1735","2MAS2","1983","12",0.386304763255596
"1736","2MAU1","1983","12",0.386304763255596
"1737","2MAU2","1983","12",0.386304763255596
"1738","2MBS1","1983","12",0.418935882836407
"1739","2MBS2","1983","12",0.386304763255596
"1740","2MBS3","1983","12",0.386304763255596
"1741","2MBU1","1983","12",0.386304763255596
"1742","2MBU2","1983","12",0.386304763255596
"1743","2U1","1983","12",0.418935882836407
"1744","2U2","1983","12",0.418935882836407
"1745","3HAS1","1983","12",0.418935882836407
"1746","3HAS2","1983","12",0.386304763255596
"1747","3HBS1","1983","12",0.418935882836407
"1748","3HBS2","1983","12",0.418935882836407
"1749","3MAS1","1983","12",0.418935882836407
"1750","3MAS2","1983","12",0.418935882836407
"1751","3MBS1","1983","12",0.418935882836407
"1752","3MBS2","1983","12",0.418935882836407
"1753","3MBS3","1983","12",0.418935882836407
"1754","3U2","1983","12",0.386304763255596
"1755","3HBU1","1983","12",0.432213462734149
"1756","3HAU1","1983","12",0.432213462734149
"1757","3MAU1","1983","12",0.200987017395338
"1758","3LAU1","1983","12",0.200987017395338
"1759","3MAU2","1983","12",0.200987017395338
"1760","3MBU2","1983","12",0.18193621825263
"1761","3MBU1","1983","12",0.18193621825263
"1762","3HAU2","1983","12",0.18193621825263
"1763","3HBU2","1983","12",0.18193621825263
"1764","3U1","1983","12",0.18193621825263
"1765","1HAS1","1984","01",0.306772711502534
"1766","1HAS2","1984","01",0.56592784980651
"1767","1HBS1","1984","01",0.56592784980651
"1768","1HBS2","1984","01",0.306772711502534
"1769","1MAS1","1984","01",0.56592784980651
"1770","1MAS2","1984","01",0.306772711502534
"1771","1MBS1","1984","01",0.56592784980651
"1772","1MBS2","1984","01",0.56592784980651
"1773","1U1","1984","01",0.56592784980651
"1774","1U2","1984","01",0.56592784980651
"1775","2HAS1","1984","01",0.334987947057551
"1776","2HAS2","1984","01",0.334987947057551
"1777","2HAU1","1984","01",0.334987947057551
"1778","2HAU2","1984","01",0.334987947057551
"1779","2HBS1","1984","01",0.346592931729456
"1780","2HBS2","1984","01",0.334987947057551
"1781","2HBU1","1984","01",0.306772711502534
"1782","2HBU2","1984","01",0.334987947057551
"1783","2MAS1","1984","01",0.346592931729456
"1784","2MAS2","1984","01",0.334987947057551
"1785","2MAU1","1984","01",0.334987947057551
"1786","2MAU2","1984","01",0.334987947057551
"1787","2MBS1","1984","01",0.346592931729456
"1788","2MBS2","1984","01",0.334987947057551
"1789","2MBS3","1984","01",0.334987947057551
"1790","2MBU1","1984","01",0.334987947057551
"1791","2MBU2","1984","01",0.334987947057551
"1792","2U1","1984","01",0.346592931729456
"1793","2U2","1984","01",0.346592931729456
"1794","3HAS1","1984","01",0.346592931729456
"1795","3HAS2","1984","01",0.334987947057551
"1796","3HBS1","1984","01",0.346592931729456
"1797","3HBS2","1984","01",0.346592931729456
"1798","3MAS1","1984","01",0.346592931729456
"1799","3MAS2","1984","01",0.346592931729456
"1800","3MBS1","1984","01",0.346592931729456
"1801","3MBS2","1984","01",0.346592931729456
"1802","3MBS3","1984","01",0.346592931729456
"1803","3U2","1984","01",0.334987947057551
"1804","3HBU1","1984","01",0.306772711502534
"1805","3HAU1","1984","01",0.306772711502534
"1806","3MAU1","1984","01",0.156519900167201
"1807","3LAU1","1984","01",0.156519900167201
"1808","3MAU2","1984","01",0.156519900167201
"1809","3MBU2","1984","01",0.153999742000861
"1810","3MBU1","1984","01",0.153999742000861
"1811","3HAU2","1984","01",0.153999742000861
"1812","3HBU2","1984","01",0.153999742000861
"1813","3U1","1984","01",0.153999742000861
"1814","1HAS1","1984","02",0.00554489830734477
"1815","1HAS2","1984","02",0.193020831833137
"1816","1HBS1","1984","02",0.193020831833137
"1817","1HBS2","1984","02",0.00554489830734477
"1818","1MAS1","1984","02",0.193020831833137
"1819","1MAS2","1984","02",0.00554489830734477
"1820","1MBS1","1984","02",0.193020831833137
"1821","1MBS2","1984","02",0.193020831833137
"1822","1U1","1984","02",0.193020831833137
"1823","1U2","1984","02",0.193020831833137
"1824","2HAS1","1984","02",0.00740616327254564
"1825","2HAS2","1984","02",0.00740616327254564
"1826","2HAU1","1984","02",0.00740616327254564
"1827","2HAU2","1984","02",0.00740616327254564
"1828","2HBS1","1984","02",0.0154594323210685
"1829","2HBS2","1984","02",0.00740616327254564
"1830","2HBU1","1984","02",0.00554489830734477
"1831","2HBU2","1984","02",0.00740616327254564
"1832","2MAS1","1984","02",0.0154594323210685
"1833","2MAS2","1984","02",0.00740616327254564
"1834","2MAU1","1984","02",0.00740616327254564
"1835","2MAU2","1984","02",0.00740616327254564
"1836","2MBS1","1984","02",0.0154594323210685
"1837","2MBS2","1984","02",0.00740616327254564
"1838","2MBS3","1984","02",0.00740616327254564
"1839","2MBU1","1984","02",0.00740616327254564
"1840","2MBU2","1984","02",0.00740616327254564
"1841","2U1","1984","02",0.0154594323210685
"1842","2U2","1984","02",0.0154594323210685
"1843","3HAS1","1984","02",0.0154594323210685
"1844","3HAS2","1984","02",0.00740616327254564
"1845","3HBS1","1984","02",0.0154594323210685
"1846","3HBS2","1984","02",0.0154594323210685
"1847","3MAS1","1984","02",0.0154594323210685
"1848","3MAS2","1984","02",0.0154594323210685
"1849","3MBS1","1984","02",0.0154594323210685
"1850","3MBS2","1984","02",0.0154594323210685
"1851","3MBS3","1984","02",0.0154594323210685
"1852","3U2","1984","02",0.00740616327254564
"1853","3HBU1","1984","02",0.00554489830734477
"1854","3HAU1","1984","02",0.00554489830734477
"1855","3MAU1","1984","02",-0.0685508416174316
"1856","3LAU1","1984","02",-0.0685508416174316
"1857","3MAU2","1984","02",-0.0685508416174316
"1858","3MBU2","1984","02",-0.102512645163124
"1859","3MBU1","1984","02",-0.102512645163124
"1860","3HAU2","1984","02",-0.102512645163124
"1861","3HBU2","1984","02",-0.102512645163124
"1862","3U1","1984","02",-0.102512645163124
"1863","1HAS1","1984","03",-0.0272782890765564
"1864","1HAS2","1984","03",-0.191477858352319
"1865","1HBS1","1984","03",-0.191477858352319
"1866","1HBS2","1984","03",-0.0272782890765564
"1867","1MAS1","1984","03",-0.191477858352319
"1868","1MAS2","1984","03",-0.0272782890765564
"1869","1MBS1","1984","03",-0.191477858352319
"1870","1MBS2","1984","03",-0.191477858352319
"1871","1U1","1984","03",-0.191477858352319
"1872","1U2","1984","03",-0.191477858352319
"1873","2HAS1","1984","03",-0.0215084148997824
"1874","2HAS2","1984","03",-0.0215084148997824
"1875","2HAU1","1984","03",-0.0215084148997824
"1876","2HAU2","1984","03",-0.0215084148997824
"1877","2HBS1","1984","03",-0.0657635744826375
"1878","2HBS2","1984","03",-0.0215084148997824
"1879","2HBU1","1984","03",-0.0272782890765564
"1880","2HBU2","1984","03",-0.0215084148997824
"1881","2MAS1","1984","03",-0.0657635744826375
"1882","2MAS2","1984","03",-0.0215084148997824
"1883","2MAU1","1984","03",-0.0215084148997824
"1884","2MAU2","1984","03",-0.0215084148997824
"1885","2MBS1","1984","03",-0.0657635744826375
"1886","2MBS2","1984","03",-0.0215084148997824
"1887","2MBS3","1984","03",-0.0215084148997824
"1888","2MBU1","1984","03",-0.0215084148997824
"1889","2MBU2","1984","03",-0.0215084148997824
"1890","2U1","1984","03",-0.0657635744826375
"1891","2U2","1984","03",-0.0657635744826375
"1892","3HAS1","1984","03",-0.0657635744826375
"1893","3HAS2","1984","03",-0.0215084148997824
"1894","3HBS1","1984","03",-0.0657635744826375
"1895","3HBS2","1984","03",-0.0657635744826375
"1896","3MAS1","1984","03",-0.0657635744826375
"1897","3MAS2","1984","03",-0.0657635744826375
"1898","3MBS1","1984","03",-0.0657635744826375
"1899","3MBS2","1984","03",-0.0657635744826375
"1900","3MBS3","1984","03",-0.0657635744826375
"1901","3U2","1984","03",-0.0215084148997824
"1902","3HBU1","1984","03",-0.0272782890765564
"1903","3HAU1","1984","03",-0.0272782890765564
"1904","3MAU1","1984","03",0.13480418343358
"1905","3LAU1","1984","03",0.13480418343358
"1906","3MAU2","1984","03",0.13480418343358
"1907","3MBU2","1984","03",0.115339007374385
"1908","3MBU1","1984","03",0.115339007374385
"1909","3HAU2","1984","03",0.115339007374385
"1910","3HBU2","1984","03",0.115339007374385
"1911","3U1","1984","03",0.115339007374385
"1912","1HAS1","1984","04",0.350854246420117
"1913","1HAS2","1984","04",0.243802160451034
"1914","1HBS1","1984","04",0.243802160451034
"1915","1HBS2","1984","04",0.350854246420117
"1916","1MAS1","1984","04",0.243802160451034
"1917","1MAS2","1984","04",0.350854246420117
"1918","1MBS1","1984","04",0.243802160451034
"1919","1MBS2","1984","04",0.243802160451034
"1920","1U1","1984","04",0.243802160451034
"1921","1U2","1984","04",0.243802160451034
"1922","2HAS1","1984","04",0.2577447007314
"1923","2HAS2","1984","04",0.2577447007314
"1924","2HAU1","1984","04",0.2577447007314
"1925","2HAU2","1984","04",0.2577447007314
"1926","2HBS1","1984","04",0.220089589568005
"1927","2HBS2","1984","04",0.2577447007314
"1928","2HBU1","1984","04",0.350854246420117
"1929","2HBU2","1984","04",0.2577447007314
"1930","2MAS1","1984","04",0.220089589568005
"1931","2MAS2","1984","04",0.2577447007314
"1932","2MAU1","1984","04",0.2577447007314
"1933","2MAU2","1984","04",0.2577447007314
"1934","2MBS1","1984","04",0.220089589568005
"1935","2MBS2","1984","04",0.2577447007314
"1936","2MBS3","1984","04",0.2577447007314
"1937","2MBU1","1984","04",0.2577447007314
"1938","2MBU2","1984","04",0.2577447007314
"1939","2U1","1984","04",0.220089589568005
"1940","2U2","1984","04",0.220089589568005
"1941","3HAS1","1984","04",0.220089589568005
"1942","3HAS2","1984","04",0.2577447007314
"1943","3HBS1","1984","04",0.220089589568005
"1944","3HBS2","1984","04",0.220089589568005
"1945","3MAS1","1984","04",0.220089589568005
"1946","3MAS2","1984","04",0.220089589568005
"1947","3MBS1","1984","04",0.220089589568005
"1948","3MBS2","1984","04",0.220089589568005
"1949","3MBS3","1984","04",0.220089589568005
"1950","3U2","1984","04",0.2577447007314
"1951","3HBU1","1984","04",0.350854246420117
"1952","3HAU1","1984","04",0.350854246420117
"1953","3MAU1","1984","04",0.404597816366386
"1954","3LAU1","1984","04",0.404597816366386
"1955","3MAU2","1984","04",0.404597816366386
"1956","3MBU2","1984","04",0.283479253833125
"1957","3MBU1","1984","04",0.283479253833125
"1958","3HAU2","1984","04",0.283479253833125
"1959","3HBU2","1984","04",0.283479253833125
"1960","3U1","1984","04",0.283479253833125
"1961","1HAS1","1984","05",0.133763503975956
"1962","1HAS2","1984","05",0.112942053486503
"1963","1HBS1","1984","05",0.112942053486503
"1964","1HBS2","1984","05",0.133763503975956
"1965","1MAS1","1984","05",0.112942053486503
"1966","1MAS2","1984","05",0.133763503975956
"1967","1MBS1","1984","05",0.112942053486503
"1968","1MBS2","1984","05",0.112942053486503
"1969","1U1","1984","05",0.112942053486503
"1970","1U2","1984","05",0.112942053486503
"1971","2HAS1","1984","05",0.0832108649107118
"1972","2HAS2","1984","05",0.0832108649107118
"1973","2HAU1","1984","05",0.0832108649107118
"1974","2HAU2","1984","05",0.0832108649107118
"1975","2HBS1","1984","05",0.0538298935074687
"1976","2HBS2","1984","05",0.0832108649107118
"1977","2HBU1","1984","05",0.133763503975956
"1978","2HBU2","1984","05",0.0832108649107118
"1979","2MAS1","1984","05",0.0538298935074687
"1980","2MAS2","1984","05",0.0832108649107118
"1981","2MAU1","1984","05",0.0832108649107118
"1982","2MAU2","1984","05",0.0832108649107118
"1983","2MBS1","1984","05",0.0538298935074687
"1984","2MBS2","1984","05",0.0832108649107118
"1985","2MBS3","1984","05",0.0832108649107118
"1986","2MBU1","1984","05",0.0832108649107118
"1987","2MBU2","1984","05",0.0832108649107118
"1988","2U1","1984","05",0.0538298935074687
"1989","2U2","1984","05",0.0538298935074687
"1990","3HAS1","1984","05",0.0538298935074687
"1991","3HAS2","1984","05",0.0832108649107118
"1992","3HBS1","1984","05",0.0538298935074687
"1993","3HBS2","1984","05",0.0538298935074687
"1994","3MAS1","1984","05",0.0538298935074687
"1995","3MAS2","1984","05",0.0538298935074687
"1996","3MBS1","1984","05",0.0538298935074687
"1997","3MBS2","1984","05",0.0538298935074687
"1998","3MBS3","1984","05",0.0538298935074687
"1999","3U2","1984","05",0.0832108649107118
